,0
charge,0.006427900129353096
coupler_position,0.06783119381713418
pump_calculated_flow,0.07639421478304195
pump_pressure_diff,0.05552571885776572
pump_rotspeed,0.062207420541179434
turbine_pressure,0.0722298705587384
turbine_rotspeed,0.05363069237233284
water_opening_sum,0.06970775107145304
injector_opening_sum,0.011515425774268742
elec_freq,0.06353669964773731
exc_current,0.05735744514337646
exc_voltage,0.07065002291863365
mid_voltage,0.06254043620888843
neutral_current,0.05082050501428118
ph01_current,0.0617161453204379
ph01_voltage,0.06119236350235137
ph12_voltage,0.06106233893281365
ph02_current,0.06499822760937307
ph02_voltage,0.05983492240904275
ph23_voltage,0.06129238161082017
ph03_current,0.06196335936830718
ph03_voltage,0.06367763267321283
ph31_voltage,0.06063386419259476
stat_coil_ph01_01_tmp,0.019088091125394727
stat_coil_ph01_02_tmp,0.01826548938583793
stat_coil_ph01_03_tmp,0.018442815830834472
stat_coil_ph01_04_tmp,0.018200483918070706
stat_coil_ph01_05_tmp,0.026295310336140666
stat_coil_ph01_06_tmp,0.0282590360360909
stat_coil_ph02_01_tmp,0.019496254505956247
stat_coil_ph02_02_tmp,0.019759471022621402
stat_coil_ph02_03_tmp,0.019310228724006912
stat_coil_ph02_04_tmp,0.01908863203225373
stat_coil_ph02_05_tmp,0.027197436623309167
stat_coil_ph02_06_tmp,0.02686120331761497
stat_coil_ph03_01_tmp,0.018828184171656083
stat_coil_ph03_02_tmp,0.019089301347297125
stat_coil_ph03_03_tmp,0.019060784971034368
stat_coil_ph03_04_tmp,0.018960660262838273
stat_coil_ph03_05_tmp,0.02618483535816855
stat_coil_ph03_06_tmp,0.02630286670136058
stat_magn_01_tmp,0.033459203396418315
stat_magn_02_tmp,0.029037789853005334
stat_magn_03_tmp,0.03249566011756174
stat_magn_04_tmp,0.034256827273944586
stat_magn_05_tmp,0.027981983459917294
stat_magn_06_tmp,0.027557704020578912
stat_magn_07_tmp,0.03429311186333454
stat_magn_08_tmp,0.02844714197176886
stat_magn_09_tmp,0.029697940968477245
stat_magn_10_tmp,0.03577065411901844
stat_magn_11_tmp,0.03100763991623662
stat_magn_12_tmp,0.0351945966348637
air_circ_cold_01_tmp,0.027481896455331563
air_circ_cold_02_tmp,0.0272475762217724
air_circ_cold_03_tmp,0.027455334438518966
air_circ_cold_04_tmp,0.026982451256791624
air_circ_cold_05_tmp,0.02727566499475283
air_circ_cold_06_tmp,0.027397363788365117
air_circ_hot_01_tmp,0.01925999808634945
air_circ_hot_02_tmp,0.02004901353631491
air_circ_hot_03_tmp,0.019757470619940858
air_circ_hot_04_tmp,0.019326723258034657
air_circ_hot_05_tmp,0.019751126833165683
air_circ_hot_06_tmp,0.018857799665245114
water_circ_cold_tmp,0.0293105416905609
water_circ_flow,0.06133023412610158
water_circ_hot_01_tmp,0.026044071885526102
water_circ_hot_02_tmp,0.02595290026816867
water_circ_hot_03_tmp,0.026021142062570328
water_circ_hot_04_tmp,0.025980680373719957
water_circ_hot_05_tmp,0.025576728003716215
water_circ_hot_06_tmp,0.02593085751486093
water_circ_hot_tmp,0.025426450038899352
tot_activepower,0.060221975290026625
ext_tmp,0.05137463938430639
plant_tmp,0.06011162720232301
tot_current,0.05463138556908338
tot_effectivepower,0.055426615374417745
tot_reactivepower,0.0898352420342992
air_gap_negative_x_position,0.048065984440224065
air_gap_positive_x_position,0.0522941756827255
air_gap_negative_y_position,0.05481459998345244
air_gap_positive_y_position,0.04691227262579219
