,0
charge,0.0063471443578775105
coupler_position,0.06772893780637407
pump_calculated_flow,0.07802624779552733
pump_pressure_diff,0.07468095493899932
pump_rotspeed,0.05566627781923553
turbine_pressure,0.06657738513712072
turbine_rotspeed,0.058148338786837735
water_opening_sum,0.05058886668205265
injector_opening_sum,0.004514684984460501
elec_freq,0.05924424596797899
exc_current,0.04770002897636053
exc_voltage,0.06381327819599115
mid_voltage,0.061794356075349124
neutral_current,0.05455771421275014
ph01_current,0.05185360209836364
ph01_voltage,0.0646377338773095
ph12_voltage,0.06284117279880738
ph02_current,0.05811848913373694
ph02_voltage,0.06593563765892516
ph23_voltage,0.05945617658281976
ph03_current,0.05502204624484621
ph03_voltage,0.06721086985857605
ph31_voltage,0.06348068870952728
stat_coil_ph01_01_tmp,0.017970775856615755
stat_coil_ph01_02_tmp,0.018358875442185323
stat_coil_ph01_03_tmp,0.018501949718645924
stat_coil_ph01_04_tmp,0.01769227501604195
stat_coil_ph01_05_tmp,0.027116924812566726
stat_coil_ph01_06_tmp,0.03144951891354774
stat_coil_ph02_01_tmp,0.01893277571059671
stat_coil_ph02_02_tmp,0.018437102708460995
stat_coil_ph02_03_tmp,0.017672785785526703
stat_coil_ph02_04_tmp,0.018658104203639916
stat_coil_ph02_05_tmp,0.02655356938981861
stat_coil_ph02_06_tmp,0.029970948781121786
stat_coil_ph03_01_tmp,0.017805212702573264
stat_coil_ph03_02_tmp,0.018241736036975657
stat_coil_ph03_03_tmp,0.018624806113026762
stat_coil_ph03_04_tmp,0.01749232148908693
stat_coil_ph03_05_tmp,0.026880726139925815
stat_coil_ph03_06_tmp,0.03332994569880349
stat_magn_01_tmp,0.031706326000714984
stat_magn_02_tmp,0.02531734652324247
stat_magn_03_tmp,0.02958053189683051
stat_magn_04_tmp,0.031636409708075526
stat_magn_05_tmp,0.02627566296883825
stat_magn_06_tmp,0.03537877275621256
stat_magn_07_tmp,0.025680129535947088
stat_magn_08_tmp,0.03362647309627061
stat_magn_09_tmp,0.02982301518228939
stat_magn_10_tmp,0.034466926591418645
stat_magn_11_tmp,0.02497998664283316
stat_magn_12_tmp,0.02997180823612608
air_circ_cold_01_tmp,0.019005385606710126
air_circ_cold_02_tmp,0.019879603475119093
air_circ_cold_03_tmp,0.01874938336699692
air_circ_cold_04_tmp,0.018829498440770552
air_circ_cold_05_tmp,0.018687469948380078
air_circ_cold_06_tmp,0.0195208659207251
air_circ_hot_01_tmp,0.01825138488848969
air_circ_hot_02_tmp,0.017527341132769936
air_circ_hot_03_tmp,0.017311918058102158
air_circ_hot_04_tmp,0.01754879673098998
air_circ_hot_05_tmp,0.01756027033450958
air_circ_hot_06_tmp,0.017163979264753156
water_circ_cold_tmp,0.06823797162069302
water_circ_flow,0.05070454767716526
water_circ_hot_01_tmp,0.02968248169037082
water_circ_hot_02_tmp,0.029683284064718644
water_circ_hot_03_tmp,0.028781428978574275
water_circ_hot_04_tmp,0.01966559349743283
water_circ_hot_05_tmp,0.029873561080314897
water_circ_hot_06_tmp,0.04363913099357866
water_circ_hot_tmp,0.05850936485058726
tot_activepower,0.05367930004393467
ext_tmp,0.06051214201370565
plant_tmp,0.04245375259699487
tot_current,0.045742516767242766
tot_effectivepower,0.05111136386309398
tot_reactivepower,0.07646527626038323
air_gap_negative_x_position,0.051689123615624215
air_gap_positive_x_position,0.05668266657825121
air_gap_negative_y_position,0.04899521862686378
air_gap_positive_y_position,0.056207856784060636
